ID RMU,Nume,Domeniu studiu,ID Domeniu studiu,Ramura stiinta,Domeniu fundamental,Ciclu de studii,ID Ciclu de studii,An
751,Geomatică pentru ingineria mediului,Ingineria mediului,62,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
752,Aplicaţii moderne ale biotehnologiilor în agricultură,Biotehnologii,43,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
753,Biotehnologii în protecţia mediului,Biotehnologii,43,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
754,Biotehnologii în industria farmaceutică,Biotehnologii,43,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
755,Biotehnologie şi siguranţă alimentară,Biotehnologii,43,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
756,Agribusiness,Inginerie şi management în agricultură şi dezvoltare rurală,83,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
757,Management şi dezvoltare rurală,Inginerie şi management în agricultură şi dezvoltare rurală,83,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
758,Managementul calităţii şi inovaţiei în domeniul agroalimentar,Inginerie şi management în agricultură şi dezvoltare rurală,83,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
759,Management în agroturism şi alimentaţie publică,Inginerie şi management în agricultură şi dezvoltare rurală,83,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
760,Management şi audit intern,Inginerie şi management în agricultură şi dezvoltare rurală,83,Ingineria resurselor vegetale şi animale,Ştiinţe inginereşti,Master,2,2020
761,Managementul investiţiilor în ecosisteme,Inginerie şi management,66,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
762,Managementul formării continue în învăţământul agronomic (interdisciplinar cu domeniul: Inginerie şi management în agricultură și dezvoltare rurală),Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
763,Administrarea afacerilor mici şi mijlocii,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
764,Consultanţă în afaceri,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
765,Consultanţă în afaceri/ Business consulting,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
766,Administrarea afacerilor/ Executive master in business administration,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
768,Administrarea afacerilor (interdisciplinar cu domeniul: Sociologie),Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
769,Administrarea relaţiilor publice şi asistenţă managerială,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
770,Administrarea resurselor instituţiilor culturale,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
771,Administrarea şi dezvoltarea resurselor umane,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
772,Administraţie publică şi eficienţa sistemului administrativ,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
773,Administraţie şi politici publice în Uniunea Europeană,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
774,Managementul crizelor,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
775,Managementul restaurării și valorificării patrimoniului cultural,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
776,Managementul informaţiei şi al documentelor,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
777,Managementul calității în laboratoarele medicale,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
778,Neurobiologie,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
779,Biochimie şi biologie moleculară,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
780,Biologie medicală,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
781,Biotehnologie microbiană şi genetică,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
782,Fiziologie celulară şi biofizica membranelor,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
783,Antropologie evoluţionistă,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
784,Biologie sistemică,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
785,Taxonomie si biodiversitate,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
786,Genetică aplicată și biotehnologie,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
787,Microbiologie aplicată și imunologie,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
788,Biochimie aplicată şi biologie moleculară,Biologie,5,Biologie,Ştiinţe biologice şi biomedicale,Master,2,2020
789,Managementul integrat al capitalului natural,Ştiinţa mediului,8,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
790,Sustenabilitatea sistemelor socioecologice,Ştiinţa mediului,8,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
791,Poluarea chimică a mediului,Ştiinţa mediului,8,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
792,Evaluarea integrată a stării mediului,Ştiinţa mediului,8,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
793,Riscurile mediului aerian în sănătate/ Air-environment risks and health response,Ştiinţa mediului,8,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
794,Biomolecule,Chimie,3,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
795,Chimia materialelor avansate,Chimie,3,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
796,Chimia medicamentelor şi produselor cosmetice,Chimie,3,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
797,Chimie didactică,Chimie,3,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
798,"Abordarea integrată a ştiinţelor naturii (interdisciplinar cu domeniile: Biologie, Fizică)",Chimie,3,Chimie şi inginerie chimică,Matematică şi ştiinţe ale naturii,Master,2,2020
799,Carieră judiciară,Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
800,Dreptul Uniunii Europene,Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
801,Drept internaţional public,Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
802,Drept privat,Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
803,Dreptul afacerilor,Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
806,Ştiinţe penale,Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
807,Drept fiscal,Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
808,"Achizitii publice, concesiuni, parteneriat public-privat",Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
809,Dreptul urbanismului și al planificării teritoriale / Droit de l'urbanisme et de l'amenagement du territoire,Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
810,Arbitrajul international,Drept,15,Ştiinţe juridice,Ştiinţe sociale,Master,2,2020
811,Estetici aplicate în arta teatrală,Filosofie,9,Filosofie,Ştiinţe umaniste şi arte,Master,2,2020
812,"Etică aplicată în societate, afaceri şi organizaţii",Filosofie,9,Filosofie,Ştiinţe umaniste şi arte,Master,2,2020
813,Filosofie analitică,Filosofie,9,Filosofie,Ştiinţe umaniste şi arte,Master,2,2020
814,Istoria şi circulaţia ideilor filosofice,Filosofie,9,Filosofie,Ştiinţe umaniste şi arte,Master,2,2020
815,Istoria şi filosofia ştiinţei,Filosofie,9,Filosofie,Ştiinţe umaniste şi arte,Master,2,2020
816,Studii de dezvoltare internaţională şi etica relaţiilor internaţionale,Filosofie,9,Filosofie,Ştiinţe umaniste şi arte,Master,2,2020
817,Studii europene şi etica relaţiilor internaţionale,Filosofie,9,Filosofie,Ştiinţe umaniste şi arte,Master,2,2020
818,Program masteral în ştiinţe cognitive - Open mind,Filosofie,9,Filosofie,Ştiinţe umaniste şi arte,Master,2,2020
819,Globalizare şi diplomaţie culturală,Filosofie,9,Filosofie,Ştiinţe umaniste şi arte,Master,2,2020
820,"Fizica atomului, nucleului, particulelor elementare, astrofizică şi aplicaţii",Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
821,Fizică medicală,Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
822,Fizică teoretică şi computaţională,Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
823,"Optică, laseri şi aplicaţii",Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
824,Fizica mediului şi a polimerilor ecologici,Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
825,Fizica materialelor avansate şi nanostructuri,Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
826,Interacţiunea radiaţiei cu materia,Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
827,Materiale avansate cu aplicaţie în medicina dentară,Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
828,Surse de energie regenerabile şi alternative (interdisciplinar cu domeniul: Chimie),Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
829,Ştiinţa conservării/restaurării operelor de patrimoniu prin metode fizice şi chimice avansate (interdisciplinar cu domeniul: Chimie),Fizică,2,Fizică,Matematică şi ştiinţe ale naturii,Master,2,2020
830,Fizică aplicată avansată,Ştiinţe inginereşti aplicate,70,"Inginerie mecanică, mecatronică, inginerie industrială şi management",Ştiinţe inginereşti,Master,2,2020
831,Climatologie şi resurse de apă,Geografie,6,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
832,Geomorfologie şi cartografie cu elemente de cadastru,Geografie,6,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
833,Gestiunea spaţiului turistic şi servicii de ospitalitate,Geografie,6,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
834,Managementul resurselor şi activităţilor turistice,Geografie,6,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
835,Planificare teritorială şi managementul localităţilor urbane şi rurale,Geografie,6,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
836,Sisteme informaţionale geografice,Geografie,6,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
837,Geografie aplicată şi dezvoltare regională,Geografie,6,Ştiinţele pământului şi atmosferei,Matematică şi ştiinţe ale naturii,Master,2,2020
838,Evaluarea bazinelor de sedimentare şi a resurselor minerale,Inginerie geologică,55,"Inginerie geologică, mine, petrol şi gaze",Ştiinţe inginereşti,Master,2,2020
839,Geofizică,Inginerie geologică,55,"Inginerie geologică, mine, petrol şi gaze",Ştiinţe inginereşti,Master,2,2020
840,Geofizică aplicată/ Applied geophysics,Inginerie geologică,55,"Inginerie geologică, mine, petrol şi gaze",Ştiinţe inginereşti,Master,2,2020
841,Inginerie geologică şi geotehnică ambientală,Inginerie geologică,55,"Inginerie geologică, mine, petrol şi gaze",Ştiinţe inginereşti,Master,2,2020
842,Geobiologie aplicată în conservarea patrimoniului natural şi cultural  (interdisciplinar cu domeniul: Ştiinţa mediului),Inginerie geologică,55,"Inginerie geologică, mine, petrol şi gaze",Ştiinţe inginereşti,Master,2,2020
843,Interfeţe culturale în preistorie şi antichitate,Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
844,Istoria şi practica relaţiilor internaţionale,Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
845,Istorie şi civilizaţie,Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
846,Politică şi societate în secolul al XX-lea,Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
847,Managementul bunurilor culturale şi turism cultural,Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
848,Diplomaţie şi politică sec XIX - XXI,Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
849,Istorie şi politică militară în România secolelor XIX - XXI,Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
850,Istoria artei şi filosofia culturii  (interdisciplinar cu domeniul: Filosofie),Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
851,Istoria comunismului în România,Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
852,Studii medievale (interdisciplinar cu domeniul: Filologie),Istorie,12,Istorie,Ştiinţe umaniste şi arte,Master,2,2020
853,Tehnici diplomatice,Relaţii internaţionale şi studii europene,19,Ştiinţe politice,Ştiinţe sociale,Master,2,2020
854,Relaţii internaţionale,Relaţii internaţionale şi studii europene,19,Ştiinţe politice,Ştiinţe sociale,Master,2,2020
855,Studii europene,Relaţii internaţionale şi studii europene,19,Ştiinţe politice,Ştiinţe sociale,Master,2,2020
856,Campanii de comunicare în publicitate şi relaţii publice,Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
857,Comunicare corporativă,Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
858,Jurnalism politic,Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
859,Jurnalism tematic,Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
860,Managementul instituţiilor mass-media,Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
861,"Mass-media, dezvoltare, societate/ Medias, developpement, societe",Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
862,Producţie multimedia şi audiovideo,Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
863,Teorii şi metode de cercetare în ştiinţele comunicării,Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
864,"Media, comunicare publică şi globalizare",Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
865,Consultanţă şi expertiză în publicitate,Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
866,Gestionarea informaţiei în societatea contemporană,Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
867,Modele de comunicare şi relaţii publice,Ştiinţe ale comunicării,21,Ştiinţe ale comunicării,Ştiinţe sociale,Master,2,2020
868,Cultură şi civilizaţie ebraică,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
869,Didactici ale disciplinelor filologice,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
870,Studii avansate în lingvistică - Structura şi funcţionarea limbii române,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
871,Studii literare româneşti,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
872,Teoria literaturii şi literatură comparată,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
873,Teoria şi practica editării,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
874,Formarea interpreţilor de conferinţă,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
875,Lingvistica limbii engleze. Metode şi aplicaţii,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
876,"Spaţiul islamic: societăţi, culturi, mentalităţi",Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
877,Strategii comunicaţionale interculturale - literare şi lingvistice,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
878,Studii americane,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
879,Studii culturale balcanice,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
880,Studii culturale britanice,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
881,Studii est asiatice,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
882,Studii franceze şi francofone,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
883,Traducere specializată şi studii terminologice,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
884,Traducerea textului literar contemporan,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
885,Cultura şi limbajul organizaţiilor europene,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
886,Traductologie latino romanică,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
887,Studii literare,Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
888,"Etnologie, antropologie culturală şi folclor",Filologie,99,Filologie,Ştiinţe umaniste şi arte,Master,2,2020
889,Cultură şi politică în context european şi internaţional,Studii culturale,13,Studii culturale,Ştiinţe umaniste şi arte,Master,2,2020
890,"Teoria şi practica imaginii (TPI) (interdisciplinar cu domeniile: Arhitectură, Filologie)",Studii culturale,13,Studii culturale,Ştiinţe umaniste şi arte,Master,2,2020
891,"Societate, multimedia, spectacol (SMS) (interdisciplinar cu domeniile: Arhitectură, Filologie)",Studii culturale,13,Studii culturale,Ştiinţe umaniste şi arte,Master,2,2020
892,Studii religioase - Texte şi tradiţii (interdisciplinar cu domeniul: Filologie),Studii culturale,13,Studii culturale,Ştiinţe umaniste şi arte,Master,2,2020
893,Studii culturale Slave; Rusia şi ţările slave din Europa Centrala şi de Est,Studii culturale,13,Studii culturale,Ştiinţe umaniste şi arte,Master,2,2020
900,Analiză matematică,Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
901,Criptografie şi teoria codurilor,Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
902,Geometrie,Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
903,"Matematici aplicate în finanţe, asigurări şi biostatistică",Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
904,Algebră,Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
905,Modelare matematică în ştiinţele naturii şi ştiinţa materialelor,Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
906,"Algebră, geometrie și criptografie",Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
907,"Matematici financiare, analiză matematică și modelare matematică",Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
908,"Biostatistică (interdisciplinar cu domeniile: Informatică, Farmacie)",Matematică,1,Matematică,Matematică şi ştiinţe ale naturii,Master,2,2020
913,"Antropologie, dezvoltare comunitară şi regională",Sociologie,16,Sociologie,Ştiinţe sociale,Master,2,2020
914,Cercetare sociologică avansată,Sociologie,16,Sociologie,Ştiinţe sociale,Master,2,2020
915,"Comunicare, mass-media şi societate",Sociologie,16,Sociologie,Ştiinţe sociale,Master,2,2020
916,Devianţă socială şi criminalitate,Sociologie,16,Sociologie,Ştiinţe sociale,Master,2,2020
917,Managementul resurselor umane,Sociologie,16,Sociologie,Ştiinţe sociale,Master,2,2020
918,Sociologia consumului şi marketing,Sociologie,16,Sociologie,Ştiinţe sociale,Master,2,2020
919,"Sondaje de opinie, marketing şi publicitate",Sociologie,16,Sociologie,Ştiinţe sociale,Master,2,2020
920,Studii de securitate,Sociologie,16,Sociologie,Ştiinţe sociale,Master,2,2020
922,Comunicare interculturală,Sociologie,16,Sociologie,Ştiinţe sociale,Master,2,2020
923,Management intercultural,Sociologie,16,Sociologie,Ştiinţe sociale,Master,2,2020
926,"Evaluarea, consilierea şi psihoterapia copilului, cuplului şi a familiei",Psihologie,23,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
927,"Managementul formării psihologilor în psihologia muncii, transporturilor şi serviciilor",Psihologie,23,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
928,"Psihodiagnoză, psihoterapie experienţială unificatoare (PEU) şi dezvoltare personală",Psihologie,23,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
929,Psihologie aplicată în domeniul securităţii naţionale,Psihologie,23,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
930,Psihologie clinică - evaluare şi intervenţie terapeutică,Psihologie,23,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
931,Psihologie organizaţională şi managementul resurselor  umane,Psihologie,23,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
932,Sănătate ocupaţională şi performanţă în organizaţii,Psihologie,23,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
933,Psihotraumatologie şi asistare psihologică,Psihologie,23,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
935,Evaluare şi intervenţie psihologică în domeniul educaţional,Psihologie,23,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
936,Sănătate ocupaţională şi performanţa resursei umane,Psihologie,23,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
937,Consiliere şcolară şi dezvoltarea carierei,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
938,Educaţie presecundară. Politici şi strategii de dezvoltare,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
939,Formarea formatorilor,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
940,Managementul şi evaluarea organizaţiilor şi programelor educaţionale,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
941,Psihopedagogia şcolii incluzive,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
942,Strategii inovative de învăţare. Masterat didactic,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
943,Tehnologii informatice şi de comunicaţii în educaţie (interdisciplinar cu domeniul: Calculatoare şi tehnologia informaţiei),Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
944,Terapia logopedică în procesele de comunicare,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
945,Consiliere şcolară,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
946,Tehnologia informaţiei şi a comunicaţiilor în educaţie,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
947,Mentoratul în educație,Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
948,Pedagogii alternative şi arta teatrală în educaţie  (interdisciplinar cu domeniul: Teatru şi artele spectacolului),Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
949,Educaţie timpurie  (interdisciplinar cu domeniul: Psihologie),Ştiinţe ale educaţiei,22,Psihologie şi ştiinţe comportamentale,Ştiinţe sociale,Master,2,2020
950,Politicile egalităţii de şanse în context românesc şi european,Ştiinţe politice,18,Ştiinţe politice,Ştiinţe sociale,Master,2,2020
951,Politică comparată,Ştiinţe politice,18,Ştiinţe politice,Ştiinţe sociale,Master,2,2020
952,Politică europeană şi românească,Ştiinţe politice,18,Ştiinţe politice,Ştiinţe sociale,Master,2,2020
953,"Politica în Europa. State, frontiere şi societăţi",Ştiinţe politice,18,Ştiinţe politice,Ştiinţe sociale,Master,2,2020
954,Artă sacră în contemporaneitate,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
955,Comunicare şi comuniune eclezială în spaţiul ortodox,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
956,Doctrină şi cultură creştină,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
957,Exegeză şi ermineutică biblică,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
958,Istorie şi tradiţie creştină,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
959,Pastoraţie şi viaţă liturgică,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
960,Studii religioase şi educaţie creştină,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
961,Teologia şi misiunea socială a bisericii,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
962,Asistenţa socială a bisericii,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
963,Comunicare biblică şi eclesială,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
964,Teologie baptistă,Teologie,14,Teologie,Ştiinţe umaniste şi arte,Master,2,2020
965,Cercetări şi intervenţii operaţionale în managementul serviciilor medico-sociale şi al sănătăţii publice,Medicină,89,Medicină,Ştiinţe biologice şi biomedicale,Master,2,2020
966,Biofizică medicală şi biotehnologie celulară,Medicină,89,Medicină,Ştiinţe biologice şi biomedicale,Master,2,2020
967,Îngrijiri specifice ale lăuzei şi nou-născutului la domiciliu,Medicină,89,Medicină,Ştiinţe biologice şi biomedicale,Master,2,2020
968,Nutriţie şi siguranţă alimentară,Medicină,89,Medicină,Ştiinţe biologice şi biomedicale,Master,2,2020
969,Administrarea afacerilor,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
970,"Antreprenoriat şi administrarea afacerilor, în domeniul energiei",Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
971,MBA Româno-Canadian,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
972,MBA Româno-German “Management antreprenorial”,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
973,Antreprenoriat şi administrarea afacerilor,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
974,Cercetare în afaceri,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
975,Business,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
976,Geopolitică şi afaceri,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
977,Managementul calităţii,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
978,Management şi marketing în turism,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
979,Administrarea afacerilor comerciale,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
980,Administrarea afacerilor în turism,Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
981,"Managementul calităţii, expertize şi protecţia consumatorului",Administrarea afacerilor,26,Ştiinţe economice,Ştiinţe sociale,Master,2,2020
982,Administraţie şi management public,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
983,Administraţie publică şi integrare europeană,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
984,Managementul instituţiilor publice,Ştiinţe administrative,20,Ştiinţe administrative,Ştiinţe sociale,Master,2,2020
